path,label,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17
data\train\jeruk_lemon\good_quality_0.jpg,jeruk_lemon,62.37017822265625,92.8458251953125,98.95831298828125,25.898906707763672,35.369964599609375,37.1547737121582,23.072509765625,86.58514404296875,98.97198486328125,6.856633186340332,63.96336364746094,37.14647674560547,91.2095947265625,33.58527755737305,1127.970947265625,622.1398315429688,0.09368896484375
data\train\jeruk_lemon\good_quality_1.jpg,jeruk_lemon,78.49114990234375,121.1072998046875,128.13934326171875,32.95199203491211,31.051090240478516,33.42945861816406,26.69085693359375,90.89031982421875,128.31707763671875,4.56740140914917,73.014892578125,33.35268020629883,118.3526611328125,29.107818603515625,847.26513671875,651.4579467773438,0.08453369140625
data\train\jeruk_lemon\good_quality_10.jpg,jeruk_lemon,94.26995849609375,142.30645751953125,147.55810546875,51.487159729003906,53.21348190307617,53.697879791259766,28.3486328125,91.62786865234375,147.941162109375,4.036384105682373,73.3390121459961,53.68389129638672,138.4278564453125,51.00392150878906,2601.39990234375,633.2540283203125,0.1243896484375
data\train\jeruk_lemon\good_quality_100.jpg,jeruk_lemon,106.84149169921875,145.51837158203125,148.97039794921875,56.372676849365234,53.34370422363281,51.55049133300781,32.5667724609375,76.1124267578125,150.31903076171875,8.322930335998535,74.33826446533203,51.9715690612793,142.14581298828125,51.30854797363281,2632.567138671875,601.5276489257812,0.12664794921875
data\train\jeruk_lemon\good_quality_101.jpg,jeruk_lemon,53.71588134765625,92.4232177734375,100.28973388671875,37.6506462097168,41.574153900146484,44.93803405761719,26.64947509765625,110.1329345703125,100.560546875,7.70195198059082,84.73725891113281,44.948604583740234,90.368896484375,39.81361770629883,1585.1240234375,814.9462280273438,0.1002197265625
data\train\jeruk_lemon\good_quality_102.jpg,jeruk_lemon,105.1903076171875,143.591552734375,147.77117919921875,55.963321685791016,56.27039337158203,54.32908630371094,29.4176025390625,77.81878662109375,148.34930419921875,5.182054042816162,70.34026336669922,54.58402633666992,140.4801025390625,54.2508659362793,2943.156494140625,646.7276611328125,0.12652587890625
data\train\jeruk_lemon\good_quality_103.jpg,jeruk_lemon,98.69818115234375,138.562744140625,143.5302734375,55.09425735473633,47.01539611816406,46.07882308959961,29.9964599609375,81.497314453125,144.21673583984375,6.126961708068848,79.72750091552734,46.31360626220703,135.52294921875,45.269996643066406,2049.37255859375,780.6227416992188,0.14501953125
data\train\jeruk_lemon\good_quality_104.jpg,jeruk_lemon,100.29156494140625,142.14404296875,147.06884765625,53.46424102783203,48.636592864990234,47.81733703613281,31.75982666015625,81.96856689453125,148.26690673828125,8.0888090133667,79.53567504882812,48.13740158081055,138.85845947265625,46.372772216796875,2150.433837890625,540.12158203125,0.11737060546875
data\train\jeruk_lemon\good_quality_105.jpg,jeruk_lemon,106.56658935546875,139.386962890625,142.48052978515625,48.65762710571289,50.412410736083984,49.83829116821289,30.34552001953125,66.0145263671875,143.11590576171875,5.477353572845459,63.79313659667969,50.02558898925781,136.60150146484375,48.63009262084961,2364.8857421875,378.3916931152344,0.132568359375
data\train\jeruk_lemon\good_quality_106.jpg,jeruk_lemon,95.6322021484375,141.74664306640625,147.20098876953125,56.08115768432617,55.48785400390625,54.37550735473633,28.62176513671875,96.50164794921875,147.5592041015625,6.185078144073486,64.63037109375,54.466407775878906,138.14068603515625,54.05752182006836,2922.2158203125,604.5692138671875,0.0972900390625
data\train\jeruk_lemon\good_quality_107.jpg,jeruk_lemon,93.3602294921875,136.1702880859375,143.0260009765625,52.828922271728516,53.763179779052734,55.77342987060547,27.28338623046875,87.31903076171875,143.284423828125,4.8774733543396,77.93167877197266,55.75668716430664,133.35736083984375,51.94569778442383,2698.35546875,1596.267578125,0.1793212890625
data\train\jeruk_lemon\good_quality_108.jpg,jeruk_lemon,102.12091064453125,141.117431640625,144.89398193359375,48.55392074584961,43.977027893066406,46.32923889160156,31.576904296875,74.1231689453125,145.97332763671875,6.347660541534424,74.85585021972656,46.30157470703125,137.8087158203125,42.62047576904297,1816.5050048828125,1082.233154296875,0.18499755859375
data\train\jeruk_lemon\good_quality_109.jpg,jeruk_lemon,115.28936767578125,156.214599609375,160.36761474609375,51.59709930419922,45.12638473510742,44.49740219116211,31.71295166015625,72.33416748046875,161.5477294921875,7.220098495483398,74.40007781982422,44.53822326660156,152.8018798828125,43.085792541503906,1856.385498046875,931.9923706054688,0.1844482421875
data\train\jeruk_lemon\good_quality_11.jpg,jeruk_lemon,96.3837890625,133.553466796875,137.609619140625,53.04032516479492,48.49737548828125,48.041664123535156,30.041259765625,80.747802734375,138.24212646484375,6.7382354736328125,75.35456848144531,48.147254943847656,130.55706787109375,47.15144729614258,2223.259033203125,399.9914855957031,0.0908203125
data\train\jeruk_lemon\good_quality_110.jpg,jeruk_lemon,108.52642822265625,145.93212890625,148.7138671875,51.005428314208984,46.537322998046875,45.34239196777344,31.9586181640625,70.97119140625,150.0675048828125,6.60995626449585,72.87838745117188,45.49233627319336,142.4990234375,44.50895690917969,1981.0472412109375,920.6426391601562,0.178955078125
data\train\jeruk_lemon\good_quality_111.jpg,jeruk_lemon,114.52569580078125,151.6090087890625,155.6007080078125,52.4603385925293,45.802032470703125,43.611228942871094,31.31585693359375,69.8106689453125,156.67559814453125,8.004966735839844,73.0172348022461,43.82179641723633,148.58038330078125,43.83616256713867,1921.609130859375,1646.515625,0.1971435546875
data\train\jeruk_lemon\good_quality_112.jpg,jeruk_lemon,72.6221923828125,100.99456787109375,109.3699951171875,36.96400833129883,33.479671478271484,34.865135192871094,20.688720703125,79.78204345703125,109.48492431640625,5.103640556335449,77.68107604980469,34.943023681640625,100.219970703125,31.88011932373047,1016.3419799804688,1239.767333984375,0.1602783203125
data\train\jeruk_lemon\good_quality_113.jpg,jeruk_lemon,51.40057373046875,90.42401123046875,101.2015380859375,39.56294631958008,47.27231216430664,51.64622116088867,23.66259765625,117.02099609375,101.2655029296875,4.884611129760742,88.78114318847656,51.6349983215332,89.21234130859375,45.312255859375,2053.20068359375,786.1188354492188,0.12420654296875
data\train\jeruk_lemon\good_quality_114.jpg,jeruk_lemon,86.78106689453125,132.46905517578125,137.6744384765625,42.82716751098633,55.056373596191406,58.272850036621094,28.65283203125,89.42340087890625,138.0299072265625,4.919613361358643,61.27301788330078,58.2968635559082,128.82867431640625,53.06535720825195,2815.932373046875,933.4801635742188,0.130615234375
data\train\jeruk_lemon\good_quality_115.jpg,jeruk_lemon,97.8736572265625,138.66156005859375,142.45587158203125,45.53963088989258,50.478187561035156,51.10359191894531,29.2154541015625,79.63299560546875,142.95965576171875,5.1755876541137695,65.75692749023438,50.9064826965332,135.169677734375,48.57633590698242,2359.66064453125,1196.4202880859375,0.1634521484375
data\train\jeruk_lemon\good_quality_116.jpg,jeruk_lemon,106.44305419921875,149.69561767578125,155.90087890625,50.71973419189453,43.55765151977539,45.692596435546875,29.91290283203125,77.4747314453125,156.7137451171875,5.58194637298584,77.246337890625,45.646793365478516,146.62738037109375,41.924861907958984,1757.694091796875,1686.55615234375,0.200927734375
data\train\jeruk_lemon\good_quality_117.jpg,jeruk_lemon,116.78765869140625,147.8670654296875,148.930419921875,45.52231216430664,46.28166198730469,45.51739501953125,30.9014892578125,58.25775146484375,149.89007568359375,5.247296333312988,56.86546325683594,45.598793029785156,144.65667724609375,44.79657745361328,2006.7335205078125,1269.380615234375,0.1966552734375
data\train\jeruk_lemon\good_quality_118.jpg,jeruk_lemon,104.1383056640625,143.237548828125,148.95587158203125,47.90396499633789,43.351097106933594,45.9825439453125,29.86456298828125,74.277099609375,149.692138671875,6.075033664703369,71.9686508178711,46.094295501708984,140.51202392578125,42.06148910522461,1769.1689453125,1113.9737548828125,0.1925048828125
data\train\jeruk_lemon\good_quality_119.jpg,jeruk_lemon,101.9970703125,144.23077392578125,147.03033447265625,47.573551177978516,49.09119415283203,50.44572830200195,30.25244140625,77.0487060546875,147.85186767578125,4.716407775878906,65.72148132324219,50.53097152709961,140.2684326171875,47.20573806762695,2228.3818359375,1057.2095947265625,0.16851806640625
data\train\jeruk_lemon\good_quality_12.jpg,jeruk_lemon,76.7098388671875,133.38775634765625,144.15447998046875,51.605308532714844,62.22454071044922,63.428611755371094,25.9158935546875,119.7733154296875,144.22503662109375,3.625337600708008,75.5914077758789,63.45707321166992,130.1607666015625,59.653221130371094,3558.507080078125,538.1267700195312,0.08343505859375
data\train\jeruk_lemon\good_quality_120.jpg,jeruk_lemon,95.1180419921875,141.07427978515625,149.12786865234375,54.685302734375,46.13233184814453,47.14616394042969,28.6221923828125,91.4044189453125,149.78814697265625,5.2888569831848145,85.44824981689453,47.2222900390625,138.253173828125,44.32912063598633,1965.07080078125,1595.1307373046875,0.17755126953125
data\train\jeruk_lemon\good_quality_121.jpg,jeruk_lemon,91.99542236328125,147.30230712890625,155.9677734375,48.72015380859375,50.37047576904297,53.27082824707031,28.44140625,99.18865966796875,156.406982421875,5.335838794708252,79.2347640991211,53.227725982666016,143.606689453125,48.0283088684082,2306.718505859375,568.7391967773438,0.12603759765625
data\train\jeruk_lemon\good_quality_122.jpg,jeruk_lemon,95.476318359375,141.42230224609375,148.8365478515625,55.024295806884766,51.95357131958008,54.0727424621582,27.21728515625,88.3472900390625,149.01055908203125,3.741873264312744,82.80551147460938,54.045440673828125,138.4393310546875,50.05122375488281,2505.124755859375,1692.641357421875,0.1845703125
data\train\jeruk_lemon\good_quality_123.jpg,jeruk_lemon,72.37457275390625,134.3453369140625,145.704345703125,49.41250991821289,53.07540512084961,55.62796401977539,26.22723388671875,124.269287109375,145.89996337890625,3.667658805847168,82.57633209228516,55.631256103515625,130.690185546875,50.60905456542969,2561.2763671875,433.6481018066406,0.10528564453125
data\train\jeruk_lemon\good_quality_124.jpg,jeruk_lemon,102.560546875,152.010009765625,160.34356689453125,50.29799270629883,36.152950286865234,40.24882888793945,28.66534423828125,82.80181884765625,160.68170166015625,6.615670204162598,84.99602508544922,40.11016082763672,148.880615234375,34.11056900024414,1163.5308837890625,77.07244873046875,0.0264892578125
data\train\jeruk_lemon\good_quality_125.jpg,jeruk_lemon,94.5804443359375,138.9371337890625,144.35699462890625,53.08143997192383,52.0869026184082,50.802284240722656,29.17694091796875,88.75054931640625,144.94287109375,6.912451267242432,74.9740219116211,50.972293853759766,135.51043701171875,49.928871154785156,2492.892333984375,952.3983154296875,0.13336181640625
data\train\jeruk_lemon\good_quality_126.jpg,jeruk_lemon,77.6827392578125,140.4676513671875,151.2957763671875,54.05891418457031,59.841529846191406,61.02722930908203,26.332763671875,124.7559814453125,151.4462890625,4.055671691894531,79.86590576171875,60.997135162353516,136.5677490234375,57.39057922363281,3293.6787109375,460.067138671875,0.07818603515625
data\train\jeruk_lemon\good_quality_127.jpg,jeruk_lemon,86.5294189453125,154.0277099609375,163.2855224609375,52.62044143676758,53.79853439331055,54.13787078857422,26.64093017578125,122.31085205078125,163.436279296875,3.265742778778076,73.81627655029297,54.09979248046875,149.1060791015625,51.537208557128906,2656.083984375,608.1819458007812,0.09539794921875
data\train\jeruk_lemon\good_quality_128.jpg,jeruk_lemon,79.4593505859375,140.40594482421875,149.0128173828125,51.58795166015625,59.01532745361328,59.00536346435547,26.80413818359375,120.55401611328125,149.2042236328125,4.2116875648498535,74.25554656982422,58.92189407348633,136.03656005859375,56.354549407958984,3175.83544921875,440.3038024902344,0.09063720703125
data\train\jeruk_lemon\good_quality_129.jpg,jeruk_lemon,94.72125244140625,141.68951416015625,143.65374755859375,45.96416091918945,52.018272399902344,51.992027282714844,30.9036865234375,88.15655517578125,144.29248046875,5.976761817932129,61.002803802490234,51.941246032714844,136.92388916015625,50.0044059753418,2500.440673828125,888.86767578125,0.1234130859375
data\train\jeruk_lemon\good_quality_13.jpg,jeruk_lemon,89.89385986328125,151.79461669921875,160.88165283203125,48.24557113647461,53.372825622558594,53.79427719116211,27.06805419921875,110.2362060546875,161.1729736328125,5.028866291046143,72.0593490600586,53.951351165771484,147.466796875,50.654266357421875,2565.854736328125,539.6483154296875,0.09600830078125
data\train\jeruk_lemon\good_quality_130.jpg,jeruk_lemon,94.04376220703125,145.31494140625,148.55194091796875,49.56496810913086,55.63365173339844,55.09614944458008,29.279296875,97.40155029296875,148.94189453125,4.766264915466309,61.285865783691406,55.07341766357422,140.43780517578125,53.64706802368164,2878.0078125,581.0828857421875,0.0921630859375
data\train\jeruk_lemon\good_quality_131.jpg,jeruk_lemon,97.6390380859375,146.17767333984375,148.1683349609375,49.9969482421875,56.025299072265625,56.24477005004883,30.71923828125,91.86859130859375,148.714111328125,5.360243320465088,61.2428092956543,56.08427429199219,141.25054931640625,54.34590530395508,2953.4775390625,705.2144775390625,0.1033935546875
data\train\jeruk_lemon\good_quality_132.jpg,jeruk_lemon,89.51043701171875,138.5257568359375,141.413330078125,46.55677032470703,58.67755126953125,58.67411804199219,29.46600341796875,95.16241455078125,141.7840576171875,4.9848222732543945,57.020896911621094,58.62223815917969,133.81549072265625,56.34457778930664,3174.711181640625,643.2005615234375,0.095703125
data\train\jeruk_lemon\good_quality_133.jpg,jeruk_lemon,85.80230712890625,137.81927490234375,141.76708984375,41.55889129638672,49.06998062133789,48.89371109008789,29.80853271484375,101.6961669921875,142.2650146484375,6.9286980628967285,62.122711181640625,48.85234832763672,133.07696533203125,46.77650833129883,2188.041748046875,314.5521240234375,0.08245849609375
data\train\jeruk_lemon\good_quality_134.jpg,jeruk_lemon,79.1640625,142.24700927734375,149.5938720703125,50.357460021972656,59.11838150024414,60.270023345947266,27.33721923828125,124.124267578125,149.69671630859375,3.0521974563598633,68.63703918457031,60.2569694519043,137.2572021484375,56.887725830078125,3236.213623046875,452.2164611816406,0.07330322265625
data\train\jeruk_lemon\good_quality_135.jpg,jeruk_lemon,63.692138671875,103.73492431640625,111.92047119140625,35.45817947387695,39.43617630004883,42.5466194152832,25.96551513671875,103.8809814453125,112.01251220703125,3.9500784873962402,78.58340454101562,42.53936004638672,101.63531494140625,37.79472732543945,1428.4415283203125,959.8406372070312,0.0953369140625
data\train\jeruk_lemon\good_quality_136.jpg,jeruk_lemon,102.49017333984375,152.6280517578125,154.8924560546875,53.8763542175293,62.093589782714844,60.7151985168457,31.11114501953125,92.2027587890625,155.6544189453125,8.837469100952148,58.9084358215332,60.9566650390625,147.6007080078125,59.72893524169922,3567.54541015625,562.3538818359375,0.09979248046875
data\train\jeruk_lemon\good_quality_137.jpg,jeruk_lemon,93.564697265625,136.7918701171875,140.5301513671875,56.38720703125,64.27560424804688,63.32754135131836,28.19317626953125,90.75482177734375,140.82354736328125,5.819822788238525,64.02003479003906,63.364871978759766,132.9893798828125,62.11078643798828,3857.749755859375,1112.3748779296875,0.12542724609375
data\train\jeruk_lemon\good_quality_138.jpg,jeruk_lemon,73.774169921875,148.9908447265625,154.69232177734375,54.31429672241211,67.56478881835938,63.59523010253906,27.8843994140625,144.69476318359375,155.417236328125,3.7603297233581543,65.61973571777344,64.03387451171875,142.12823486328125,63.758426666259766,4065.136962890625,179.5587921142578,0.037109375
data\train\jeruk_lemon\good_quality_139.jpg,jeruk_lemon,74.61041259765625,148.64788818359375,155.387451171875,49.4082145690918,56.007774353027344,57.95897674560547,28.46221923828125,135.167724609375,155.617919921875,2.7151401042938232,68.30462646484375,57.951812744140625,142.235107421875,53.801490783691406,2894.600341796875,466.8072509765625,0.06903076171875
data\train\jeruk_lemon\good_quality_14.jpg,jeruk_lemon,82.734375,139.39080810546875,147.2879638671875,51.13014221191406,54.65336990356445,56.435123443603516,30.10467529296875,110.200927734375,148.148193359375,8.478018760681152,76.71212005615234,56.467464447021484,135.31884765625,52.36091232299805,2741.665283203125,385.4836120605469,0.08404541015625
data\train\jeruk_lemon\good_quality_140.jpg,jeruk_lemon,68.37200927734375,142.4442138671875,149.50982666015625,47.566707611083984,62.79019546508789,65.5939712524414,29.85491943359375,139.8070068359375,150.38372802734375,8.306610107421875,65.48863983154297,65.65608978271484,136.11334228515625,59.9913330078125,3598.9599609375,187.1383819580078,0.0443115234375
data\train\jeruk_lemon\good_quality_141.jpg,jeruk_lemon,90.97259521484375,140.39666748046875,145.3402099609375,58.61166763305664,68.72647094726562,66.90770721435547,25.921630859375,104.799560546875,145.55645751953125,4.293332099914551,62.360679626464844,67.16826629638672,136.23773193359375,66.23841094970703,4387.52685546875,410.4308166503906,0.067626953125
data\train\jeruk_lemon\good_quality_142.jpg,jeruk_lemon,61.706298828125,106.826171875,115.4200439453125,38.89512252807617,46.262821197509766,49.07320022583008,25.83184814453125,113.65203857421875,115.556396484375,6.8763837814331055,77.88469696044922,49.02845764160156,104.259521484375,44.212528228759766,1954.74755859375,692.0515747070312,0.07562255859375
data\train\jeruk_lemon\good_quality_143.jpg,jeruk_lemon,63.91552734375,112.3568115234375,121.807861328125,46.002323150634766,52.3620491027832,54.46831130981445,26.24578857421875,120.79248046875,121.96148681640625,4.793089389801025,81.49492645263672,54.47076416015625,109.67449951171875,50.379642486572266,2538.1083984375,940.5385131835938,0.1168212890625
data\train\jeruk_lemon\good_quality_144.jpg,jeruk_lemon,93.36383056640625,149.2601318359375,159.06353759765625,38.04426956176758,41.894500732421875,47.74369812011719,28.96514892578125,94.74786376953125,159.44677734375,9.238739967346191,71.78267669677734,47.52642059326172,145.83465576171875,40.11378479003906,1609.11572265625,106.54412078857422,0.03033447265625
data\train\jeruk_lemon\good_quality_145.jpg,jeruk_lemon,47.747802734375,91.835693359375,103.5947265625,33.46742630004883,43.38592529296875,47.011695861816406,23.04986572265625,129.16339111328125,103.6229248046875,3.514759063720703,83.16707611083984,47.00692367553711,90.32598876953125,41.340606689453125,1709.045654296875,750.2254638671875,0.07586669921875
data\train\jeruk_lemon\good_quality_146.jpg,jeruk_lemon,54.044189453125,110.4327392578125,119.64874267578125,42.24858474731445,48.390625,52.04625701904297,25.8721923828125,136.65966796875,119.772216796875,3.9050025939941406,85.56536102294922,52.043731689453125,106.7684326171875,46.22623825073242,2136.865234375,636.3104858398438,0.072509765625
data\train\jeruk_lemon\good_quality_147.jpg,jeruk_lemon,68.72454833984375,149.116943359375,164.691650390625,45.68199157714844,35.06233215332031,40.638145446777344,26.688232421875,137.53424072265625,164.9219970703125,6.639519691467285,86.11290740966797,40.482173919677734,144.61395263671875,32.54473876953125,1059.16015625,125.88243103027344,0.02618408203125
data\train\jeruk_lemon\good_quality_148.jpg,jeruk_lemon,54.1048583984375,103.192626953125,114.02093505859375,35.226219177246094,42.95730972290039,46.792945861816406,24.51959228515625,126.11785888671875,114.10107421875,3.857506036758423,80.27276611328125,46.796836853027344,100.8428955078125,40.818851470947266,1666.1787109375,601.3494873046875,0.08642578125
data\train\jeruk_lemon\good_quality_149.jpg,jeruk_lemon,62.02984619140625,97.00543212890625,106.86602783203125,36.448848724365234,39.94948196411133,42.716434478759766,23.15936279296875,99.02410888671875,106.9091796875,5.46783971786499,83.69193267822266,42.70854568481445,95.96783447265625,38.173797607421875,1457.23876953125,648.1173706054688,0.119384765625
data\train\jeruk_lemon\good_quality_15.jpg,jeruk_lemon,88.70208740234375,134.68115234375,139.4046630859375,48.701961517333984,56.809574127197266,55.477596282958984,27.18450927734375,96.15008544921875,139.50811767578125,3.2605299949645996,67.04535675048828,55.467044830322266,130.8770751953125,54.30343246459961,2948.862548828125,505.27587890625,0.10601806640625
data\train\jeruk_lemon\good_quality_150.jpg,jeruk_lemon,80.56817626953125,155.08526611328125,170.62738037109375,53.11634826660156,43.03947448730469,44.58946228027344,25.92657470703125,128.346923828125,170.7894287109375,4.508162498474121,84.3516845703125,44.59434509277344,151.23992919921875,40.50487518310547,1640.6448974609375,162.8116455078125,0.047119140625
data\train\jeruk_lemon\good_quality_151.jpg,jeruk_lemon,80.83758544921875,149.99456787109375,165.9295654296875,65.03870391845703,54.58579635620117,52.998756408691406,27.46087646484375,132.37548828125,166.480712890625,7.798506736755371,91.07093811035156,53.26884078979492,146.8734130859375,51.89335632324219,2692.92041015625,340.845947265625,0.0921630859375
data\train\jeruk_lemon\good_quality_152.jpg,jeruk_lemon,77.90081787109375,147.46319580078125,162.3076171875,49.33127975463867,36.12733840942383,41.32880401611328,26.0758056640625,122.31903076171875,162.4322509765625,4.205809593200684,88.3121566772461,41.222591400146484,143.97039794921875,34.30371856689453,1176.7451171875,274.32452392578125,0.07281494140625
data\train\jeruk_lemon\good_quality_153.jpg,jeruk_lemon,61.97015380859375,110.97686767578125,120.4617919921875,40.96479034423828,44.55055618286133,47.83856201171875,25.87091064453125,116.66357421875,120.58795166015625,4.468094348907471,84.06266784667969,47.82697296142578,108.24310302734375,42.4698371887207,1803.6868896484375,919.7683715820312,0.09832763671875
data\train\jeruk_lemon\good_quality_154.jpg,jeruk_lemon,94.7550048828125,154.8419189453125,165.95635986328125,44.054290771484375,32.139625549316406,38.049354553222656,26.67413330078125,98.657958984375,166.08941650390625,4.0118021965026855,81.88407897949219,37.96137237548828,151.3292236328125,30.075450897216797,904.53271484375,70.28993225097656,0.0164794921875
